,time,flow_1,flow_2,flow_3,flow_4,flow_5,flow_6,flow_7,flow_8,flow_9,flow_10,flow_11,flow_12,flow_13,flow_14,flow_15,flow_16,flow_17,flow_18,flow_19,flow_20,train or test
2371,2022-04-09 20:00:00,63.0,27.8,92.1,54.7,9.4,130.2,24.0,4.2,10.4,3.812,9.2,5.352,3.6,5.7,3.6,9.0,13.5,10.364,3.878,2.9,train
2372,2022-04-09 21:00:00,72.7,41.2,123.1,82.7,11.9,167.5,34.9,5.6,14.4,5.862,14.5,7.784,5.5,8.0,4.0,9.5,18.6,13.404,7.268,4.4,train
2373,2022-04-09 22:00:00,71.7,47.7,133.5,85.1,12.6,172.7,40.0,5.7,16.6,9.108,14.8,9.416,6.4,8.5,4.7,12.9,18.4,15.86,7.546,4.2,train
2374,2022-04-09 23:00:00,64.8,34.6,107.9,95.4,8.0,126.6,28.3,3.4,12.3,6.47,10.8,6.576,5.9,6.3,4.0,9.8,15.6,12.584,5.088,3.7,train
2375,2022-04-10 00:00:00,41.1,19.4,67.7,50.2,4.5,71.7,14.3,2.5,5.0,3.566,6.4,3.248,2.8,3.2,2.3,6.6,10.8,6.372,2.992,2.3,train
2376,2022-04-10 01:00:00,28.1,7.6,44.5,23.9,2.4,41.3,6.4,1.4,2.4,1.896,3.0,1.208,0.8,1.8,1.0,2.7,4.3,3.884,1.448,1.6,train
2377,2022-04-10 02:00:00,21.0,4.7,34.0,16.3,1.6,28.7,4.3,0.6,1.5,0.397,1.4,0.76,0.9,0.7,0.5,1.7,1.9,2.335,0.51,0.4,train
2378,2022-04-10 03:00:00,18.3,3.3,28.0,13.3,1.5,25.3,2.2,0.5,1.1,0.188,0.8,0.431,0.4,0.5,0.2,0.8,1.1,1.252,0.185,0.1,train
2379,2022-04-10 04:00:00,17.7,2.7,27.3,12.9,0.9,22.2,2.1,0.4,0.9,0.365,0.8,0.422,0.2,0.1,0.1,0.7,1.1,0.788,0.263,0.1,train
2380,2022-04-10 05:00:00,20.6,3.5,28.0,14.1,1.1,25.2,1.8,0.8,1.1,0.125,1.0,0.242,0.3,0.3,0.2,1.0,1.8,0.866,0.267,0.9,train
2381,2022-04-10 06:00:00,30.7,9.8,43.0,28.5,3.3,50.6,6.4,1.4,3.6,1.056,2.9,1.675,1.0,1.1,1.2,2.7,4.7,2.72,1.24,1.3,train
2382,2022-04-10 07:00:00,37.1,19.3,70.1,50.2,5.4,86.7,16.8,2.9,7.8,2.524,4.3,3.548,2.3,3.2,2.1,4.4,8.5,5.104,3.422,2.4,train
2383,2022-04-10 08:00:00,89.8,26.1,89.8,59.2,8.4,118.3,22.3,3.9,10.1,3.876,6.8,5.804,3.8,4.1,3.1,6.4,12.8,8.28,6.784,3.2,train
2384,2022-04-10 09:00:00,27.0,28.7,98.6,64.1,9.7,130.2,23.4,3.8,11.6,5.056,9.4,6.184,3.7,4.8,3.2,8.1,16.0,10.212,5.118,3.4,train
2385,2022-04-10 10:00:00,90.1,26.7,93.0,62.9,9.3,123.8,20.9,4.0,10.1,4.976,8.8,5.016,3.7,4.0,3.3,7.4,13.9,9.592,4.05,3.3,train
2386,2022-04-10 11:00:00,24.6,24.7,89.7,57.6,8.6,113.2,19.7,4.1,10.4,4.578,9.4,5.904,4.3,4.7,2.7,8.7,13.0,9.78,3.768,3.8,train
2387,2022-04-10 12:00:00,82.4,25.2,89.8,54.4,7.1,109.0,20.1,3.2,9.9,3.79,7.3,5.712,4.1,3.5,2.7,7.6,12.9,8.808,3.796,3.1,train
2388,2022-04-10 13:00:00,20.0,21.2,75.5,45.8,6.3,96.0,15.4,2.6,7.3,2.948,7.0,3.876,3.2,2.7,2.0,4.8,9.8,7.58,3.228,2.8,train
2389,2022-04-10 14:00:00,21.0,15.6,65.8,27.8,5.0,77.2,11.9,2.4,5.6,1.816,5.3,2.26,2.5,2.1,2.3,3.6,8.0,6.112,2.044,2.5,train
2390,2022-04-10 15:00:00,73.0,14.5,65.9,30.8,5.3,71.8,10.8,2.0,5.6,1.736,4.0,2.392,3.0,2.3,1.2,5.0,6.6,5.976,0.914,2.0,train
2391,2022-04-10 16:00:00,41.4,14.4,70.8,34.5,4.7,76.2,12.2,2.5,5.8,1.9,4.2,3.328,2.2,2.6,1.4,4.5,7.8,21.592,2.204,2.0,train
2392,2022-04-10 17:00:00,47.1,20.1,78.7,52.2,6.1,95.6,16.2,3.4,7.7,2.552,6.0,3.376,2.7,2.8,1.7,5.3,9.3,7.648,2.858,2.2,train
2393,2022-04-10 18:00:00,54.9,23.9,85.6,66.0,7.5,112.7,18.5,5.5,8.5,3.888,7.3,4.172,4.2,3.2,2.3,7.3,12.0,7.3,8.192,2.4,train
2394,2022-04-10 19:00:00,58.7,30.6,93.4,74.7,8.6,122.0,23.2,5.8,10.6,4.252,8.1,5.564,4.0,4.7,3.6,8.2,13.7,9.464,6.408,2.9,train
2395,2022-04-10 20:00:00,68.5,38.5,111.5,68.4,9.9,152.5,28.6,6.5,11.9,5.662,10.9,6.668,5.2,6.9,4.1,8.9,15.6,12.264,3.878,3.1,train
2396,2022-04-10 21:00:00,70.4,49.7,140.3,84.9,12.1,193.0,41.9,8.0,17.9,8.818,14.5,9.668,7.0,8.0,5.1,12.3,23.1,16.032,7.268,4.5,train
2397,2022-04-10 22:00:00,70.1,49.5,138.7,85.1,12.0,183.0,38.4,8.0,19.2,8.984,14.9,10.196,7.2,10.0,5.7,13.1,24.2,16.304,7.546,5.9,train
2398,2022-04-10 23:00:00,108.8,31.8,106.5,91.0,8.1,118.5,25.3,5.9,10.7,4.728,9.5,6.076,5.6,7.2,4.1,10.4,16.2,12.956,4.672,3.8,train
2399,2022-04-11 00:00:00,37.2,16.5,66.5,63.8,4.4,63.0,13.1,3.9,5.1,3.434,5.2,3.736,3.1,2.8,1.7,5.2,8.5,6.564,2.666,2.4,train
2400,2022-04-11 01:00:00,24.0,8.1,39.0,22.5,1.8,36.7,4.9,3.0,2.0,1.896,2.0,1.2,1.5,1.5,1.2,1.6,3.1,2.676,1.055,0.7,train
2401,2022-04-11 02:00:00,18.3,4.1,31.3,15.3,1.3,26.3,3.0,2.7,1.1,0.397,1.0,1.3,1.2,0.5,0.5,1.1,1.9,0.871,0.418,0.6,train
2402,2022-04-11 03:00:00,15.3,3.4,28.5,12.2,0.9,24.7,1.7,2.5,0.7,0.211,0.8,0.431,1.0,0.3,0.2,0.4,1.6,0.958,0.245,0.3,train
2403,2022-04-11 04:00:00,14.9,2.8,28.6,12.4,1.0,21.6,1.4,2.5,1.1,0.176,0.6,0.422,1.2,0.3,0.3,0.7,1.5,0.594,0.197,0.1,train
2404,2022-04-11 05:00:00,17.1,3.8,29.6,14.1,1.4,26.7,2.5,2.9,1.5,0.157,1.4,0.33,1.0,0.4,0.4,0.7,1.7,0.845,0.444,0.4,train
2405,2022-04-11 06:00:00,37.3,13.2,53.9,38.5,4.8,69.3,12.2,3.8,6.9,1.576,3.7,2.312,1.9,2.1,1.7,2.8,6.2,3.28,1.923,1.9,train
2406,2022-04-11 07:00:00,54.7,25.1,84.8,58.9,8.2,128.2,22.8,5.4,10.4,4.434,6.2,4.996,3.0,4.8,2.6,6.7,12.2,7.948,4.082,2.6,train
2407,2022-04-11 08:00:00,54.9,28.0,97.6,62.1,8.7,143.5,22.5,5.2,9.7,4.638,8.0,4.804,3.6,4.2,2.9,6.3,13.0,9.168,4.61,3.5,train
2408,2022-04-11 09:00:00,52.5,26.2,93.2,57.6,7.8,130.5,16.8,4.3,8.1,3.024,8.2,4.42,2.3,3.2,3.1,6.4,11.3,8.228,2.864,3.9,train
2409,2022-04-11 10:00:00,47.9,20.2,85.9,50.5,5.7,106.8,13.8,4.6,5.8,3.312,5.7,3.372,2.6,2.5,2.4,4.6,10.2,7.7,2.14,2.9,train
2410,2022-04-11 11:00:00,48.6,21.3,78.7,48.3,5.8,108.2,15.7,4.5,6.2,2.684,6.4,3.184,3.4,3.7,2.2,5.1,8.5,7.2,2.003,3.4,train
2411,2022-04-11 12:00:00,47.8,20.7,79.2,46.2,5.5,99.0,13.3,3.1,6.4,2.852,6.5,2.964,3.0,3.4,2.5,4.8,9.4,5.476,2.996,2.6,train
2412,2022-04-11 13:00:00,40.1,18.5,66.4,37.4,4.0,82.0,11.4,2.4,4.9,1.578,4.4,2.76,4.3,2.5,1.6,3.3,6.7,5.036,2.268,2.2,train
2413,2022-04-11 14:00:00,32.2,13.1,54.4,22.1,3.1,90.2,8.0,2.2,3.7,1.16,2.7,1.932,3.7,1.5,1.4,3.0,4.6,3.705,2.584,4.4,train
2414,2022-04-11 15:00:00,32.6,12.7,64.4,22.3,3.0,113.3,9.0,1.4,4.6,1.505,2.7,1.636,1.8,0.1,1.3,2.4,5.0,5.976,2.176,8.9,train
2415,2022-04-11 16:00:00,34.3,17.2,68.3,29.2,3.0,113.7,8.9,1.9,3.6,1.346,3.3,2.992,2.4,2.6,1.6,2.5,5.2,4.255,1.908,8.6,train
2416,2022-04-11 17:00:00,41.8,19.0,69.3,43.8,4.8,126.3,12.1,2.3,6.1,1.886,4.6,3.664,2.9,2.8,1.2,3.6,6.3,6.411,2.382,8.9,train
2417,2022-04-11 18:00:00,51.9,21.9,80.0,62.5,6.0,142.3,17.3,3.2,8.5,3.888,6.7,4.408,3.2,4.8,1.8,5.0,9.9,28.536,3.45,5.8,train
2418,2022-04-11 19:00:00,58.8,28.0,91.4,67.9,7.0,154.7,21.6,4.1,10.3,4.252,8.4,4.608,3.7,3.5,2.5,7.7,11.2,9.464,4.4,2.7,train
2419,2022-04-11 20:00:00,69.9,34.7,105.8,67.6,9.1,149.0,27.6,4.5,12.4,5.662,10.9,6.164,5.2,6.0,3.8,10.4,15.7,12.264,5.61,3.3,train
2420,2022-04-11 21:00:00,71.4,49.0,137.0,85.0,11.6,198.0,42.1,6.4,17.6,8.818,15.5,9.188,6.6,9.1,4.9,12.9,23.1,16.336,9.078,4.7,train
2421,2022-04-11 22:00:00,71.0,51.2,140.4,84.1,12.0,187.7,39.5,6.6,17.9,8.984,15.2,8.616,6.9,9.8,5.6,14.8,23.9,17.632,8.416,5.1,train
2422,2022-04-11 23:00:00,61.3,33.4,105.6,96.1,8.4,115.8,26.0,3.3,10.7,4.728,9.9,6.064,6.1,6.4,4.3,9.3,16.0,11.144,4.912,4.0,train
2423,2022-04-12 00:00:00,36.2,15.9,60.6,63.5,4.8,60.0,41.0,2.6,4.2,3.434,5.0,2.5,2.3,3.4,2.0,4.1,7.6,6.776,2.994,1.8,train
2424,2022-04-12 01:00:00,24.2,8.0,37.5,22.0,2.0,36.2,4.9,1.5,2.4,1.198,2.0,1.36,1.2,1.0,1.3,2.2,3.5,2.641,1.124,1.4,train
2425,2022-04-12 02:00:00,17.5,3.7,29.0,15.9,1.1,26.0,3.0,0.8,1.1,0.882,1.1,0.464,0.6,0.5,0.4,1.5,2.2,0.979,0.356,0.7,train
2426,2022-04-12 03:00:00,14.9,2.8,25.5,12.6,1.0,21.6,1.7,0.8,1.0,0.539,1.5,0.324,0.4,0.3,0.1,0.9,1.2,0.895,0.285,0.2,train
2427,2022-04-12 04:00:00,12.6,2.5,26.0,12.8,0.9,21.2,1.4,0.8,0.7,0.193,1.7,0.332,0.3,0.2,0.1,0.9,1.0,0.702,0.332,0.3,train
2428,2022-04-12 05:00:00,17.3,4.2,28.6,13.8,1.4,25.0,2.5,1.1,1.4,0.205,1.1,0.356,0.7,0.2,0.3,1.1,1.9,0.796,0.395,0.6,train
2429,2022-04-12 06:00:00,35.5,15.2,55.0,41.8,4.6,70.2,12.2,2.4,8.2,1.612,4.4,2.704,2.0,2.4,2.1,3.5,7.7,3.563,2.299,2.2,train
2430,2022-04-12 07:00:00,55.1,27.6,89.6,63.1,8.2,116.8,21.6,4.7,11.3,3.636,7.2,5.288,2.9,4.5,3.3,6.8,12.2,8.596,4.49,2.6,train
2431,2022-04-12 08:00:00,57.7,30.4,98.9,65.9,9.2,128.8,21.0,3.7,9.4,4.36,8.4,5.296,3.6,4.2,4.1,7.5,14.8,22.568,5.354,3.3,train
2432,2022-04-12 09:00:00,51.8,23.4,92.3,54.0,7.6,112.0,16.7,3.0,7.7,3.746,6.6,4.86,2.3,3.5,2.0,5.5,11.0,8.228,4.044,3.3,train
2433,2022-04-12 10:00:00,46.0,22.2,76.2,45.8,5.5,99.2,13.5,2.6,6.8,7.856,5.0,3.592,2.2,3.3,1.9,5.1,8.7,7.7,2.95,2.8,train
2434,2022-04-12 11:00:00,48.6,20.2,78.2,47.2,6.0,96.2,14.1,2.7,6.0,2.684,5.9,3.8,3.2,2.8,1.8,5.5,7.7,6.516,3.118,2.6,train
2435,2022-04-12 12:00:00,48.0,19.8,72.3,47.8,5.8,92.0,12.9,3.0,6.2,2.852,6.3,3.404,3.0,2.6,2.2,5.5,9.1,5.66,3.062,3.6,train
2436,2022-04-12 13:00:00,39.8,16.4,66.4,38.1,4.4,75.8,10.7,1.9,5.5,1.382,4.8,2.424,2.4,1.9,1.4,4.1,7.3,4.224,2.67,2.7,train
2437,2022-04-12 14:00:00,32.5,12.6,54.7,20.7,3.1,68.5,7.1,1.5,3.4,1.366,3.1,2.024,2.1,1.5,0.9,3.2,4.3,2.594,1.962,2.1,train
2438,2022-04-12 15:00:00,33.0,11.2,53.3,23.5,3.3,89.0,7.2,1.3,3.2,1.346,3.0,2.376,2.5,1.3,1.1,2.6,4.4,3.188,2.042,2.6,train
2439,2022-04-12 16:00:00,36.2,13.3,61.4,28.4,3.6,79.7,8.6,1.8,3.9,1.414,3.2,2.896,2.7,2.0,1.5,2.3,6.3,16.056,2.822,2.2,train
2440,2022-04-12 17:00:00,35.0,17.8,68.2,43.5,6.2,85.6,12.2,2.3,5.6,1.84,4.3,2.576,2.9,2.2,1.4,3.6,7.2,6.411,3.358,2.2,train
2441,2022-04-12 18:00:00,52.7,24.2,83.3,59.5,6.8,104.2,17.8,3.3,8.6,2.566,7.2,4.408,3.4,3.3,2.5,5.2,10.6,28.536,3.842,2.7,train
2442,2022-04-12 19:00:00,61.8,26.9,93.2,72.0,7.8,118.5,22.9,3.5,9.6,3.422,7.8,4.608,3.9,3.3,3.3,8.0,13.6,8.584,4.566,3.2,train
2443,2022-04-12 20:00:00,85.3,37.2,109.8,69.6,10.1,148.5,30.9,4.9,13.5,5.552,9.7,6.164,5.2,6.1,4.5,10.4,16.4,12.852,6.096,3.7,train
2444,2022-04-12 21:00:00,123.5,50.4,137.7,87.9,12.5,200.8,41.7,5.7,18.5,7.964,13.9,9.188,6.8,7.9,5.9,14.0,23.1,16.028,8.362,5.2,train
2445,2022-04-12 22:00:00,70.7,51.7,138.5,81.8,12.1,171.0,39.5,6.5,17.9,8.88,15.7,8.616,6.5,9.5,6.4,12.8,23.2,16.456,8.786,5.7,train
2446,2022-04-12 23:00:00,56.1,30.7,105.6,90.6,8.0,114.7,26.5,4.1,12.2,5.112,9.9,5.896,5.0,6.5,3.6,8.0,15.8,12.628,4.972,3.5,train
2447,2022-04-13 00:00:00,36.6,16.0,62.3,65.1,3.9,62.5,12.8,2.2,5.1,2.386,5.4,4.088,2.6,3.0,2.5,5.0,7.7,5.76,1.948,2.5,train
2448,2022-04-13 01:00:00,20.3,8.6,37.1,22.3,1.9,35.5,4.1,1.0,1.9,0.792,2.4,1.134,1.3,1.7,1.2,2.2,3.3,2.508,1.096,0.8,train
2449,2022-04-13 02:00:00,14.3,4.9,27.8,15.7,1.2,25.5,3.5,1.0,1.2,0.643,1.6,0.358,0.8,0.9,1.3,1.3,1.7,1.447,0.332,0.5,train
2450,2022-04-13 03:00:00,12.6,3.0,26.8,13.3,1.0,21.5,2.1,0.8,1.1,0.174,1.0,0.304,0.7,0.5,0.8,0.7,1.1,0.619,0.314,0.3,train
2451,2022-04-13 04:00:00,12.6,2.4,26.2,13.1,0.9,21.5,1.3,0.9,0.7,0.32,0.9,0.267,0.1,0.1,0.8,0.4,0.6,0.496,0.206,0.3,train
2452,2022-04-13 05:00:00,18.3,3.6,28.0,16.2,1.4,27.2,2.2,1.0,1.6,0.182,1.1,0.615,0.4,0.4,0.9,1.1,1.5,0.847,0.476,0.7,train
2453,2022-04-13 06:00:00,39.7,14.8,58.5,46.9,5.1,75.3,14.7,2.4,7.8,1.855,4.9,2.648,2.1,2.6,1.9,3.8,8.0,21.686,2.416,2.4,train
2454,2022-04-13 07:00:00,56.2,26.3,87.2,64.8,7.8,133.5,23.0,4.0,10.8,3.324,7.6,5.376,2.9,4.5,2.5,7.4,13.4,8.596,5.044,2.7,train
2455,2022-04-13 08:00:00,53.1,26.2,90.1,59.4,7.6,140.0,19.8,3.7,9.0,4.106,6.7,5.424,3.1,3.9,2.1,5.4,12.2,22.568,4.092,3.5,train
2456,2022-04-13 09:00:00,48.1,23.5,82.4,49.8,5.6,119.8,15.8,2.8,7.3,3.728,6.1,3.66,2.2,3.8,2.6,4.0,8.2,6.076,2.89,3.1,train
2457,2022-04-13 10:00:00,43.0,20.2,70.5,45.2,5.3,99.4,12.8,2.8,5.8,2.474,5.3,3.132,2.8,2.5,1.8,3.9,7.9,6.52,2.252,3.2,train
2458,2022-04-13 11:00:00,42.5,19.7,70.9,43.3,4.8,91.6,12.6,2.6,6.5,2.606,5.7,3.188,2.5,2.0,2.1,4.1,8.1,5.416,2.95,2.1,train
2459,2022-04-13 12:00:00,45.7,19.1,68.5,42.6,5.2,84.4,14.1,2.4,7.7,2.424,5.7,2.732,2.5,2.4,2.0,4.0,7.7,5.472,2.206,2.7,train
2460,2022-04-13 13:00:00,37.9,16.0,60.4,34.9,4.5,74.0,10.2,2.2,4.2,1.688,3.9,2.36,2.3,1.7,1.1,3.5,5.8,3.356,2.094,1.8,train
2461,2022-04-13 14:00:00,29.1,12.3,50.0,19.6,2.9,59.6,5.9,1.7,2.5,1.218,2.6,1.72,1.6,1.0,0.8,2.5,4.3,2.251,1.321,1.7,train
2462,2022-04-13 15:00:00,29.0,11.9,54.7,22.3,3.6,59.0,7.0,1.5,2.6,1.164,2.7,1.808,2.0,0.9,1.5,1.9,4.6,2.584,1.321,1.7,train
2463,2022-04-13 16:00:00,32.6,13.5,57.4,27.7,3.3,65.4,7.7,1.5,0.6,1.324,3.0,1.8,2.4,1.1,1.6,2.3,4.9,3.608,1.168,2.0,train
2464,2022-04-13 17:00:00,43.6,18.3,70.4,45.2,4.4,88.8,12.6,2.0,6.2,2.064,5.5,2.376,2.7,2.8,2.2,3.9,7.5,5.312,2.296,2.6,train
2465,2022-04-13 18:00:00,50.7,22.7,78.2,61.6,6.1,102.2,16.5,3.2,7.9,2.864,6.8,4.408,3.1,3.4,2.4,5.8,11.0,6.392,3.246,2.5,train
2466,2022-04-13 19:00:00,59.4,28.0,89.8,67.4,7.2,120.6,22.2,3.2,8.6,3.356,8.2,4.608,3.4,4.0,2.7,6.8,12.3,8.504,4.014,2.9,train
2467,2022-04-13 20:00:00,68.5,37.4,109.7,68.1,9.9,146.0,29.4,4.9,11.4,5.188,9.6,6.164,5.3,5.9,4.2,10.3,14.7,13.24,5.168,4.0,train
2468,2022-04-13 21:00:00,114.6,50.2,137.9,86.5,12.8,202.4,42.9,6.0,19.6,7.48,15.0,9.188,5.5,9.1,5.5,13.7,23.1,17.552,7.252,5.0,train
2469,2022-04-13 22:00:00,69.4,47.9,134.1,83.1,12.6,176.3,39.2,6.0,18.2,8.88,14.3,8.616,6.5,9.9,5.1,13.5,23.0,16.576,8.324,5.5,train
2470,2022-04-13 23:00:00,56.6,29.6,101.9,91.7,8.0,110.5,24.3,3.0,10.1,5.112,9.6,5.896,5.0,6.0,3.8,8.5,16.8,13.476,3.94,3.2,train
2471,2022-04-14 00:00:00,36.2,17.2,61.9,60.7,3.7,62.0,12.8,2.0,4.0,2.386,5.6,4.088,2.5,3.2,2.0,4.7,6.9,6.34,2.632,1.9,train
2472,2022-04-14 01:00:00,24.4,8.8,37.9,20.1,1.9,36.8,4.1,0.9,1.9,0.935,2.5,1.808,0.8,1.5,1.3,1.9,3.1,2.192,1.338,0.7,train
2473,2022-04-14 02:00:00,19.9,4.4,30.0,14.0,0.9,25.7,3.5,0.9,1.1,0.613,1.3,0.599,0.7,0.3,0.6,1.4,1.7,1.073,0.882,0.3,train
2474,2022-04-14 03:00:00,18.3,4.0,26.3,12.1,1.2,22.5,2.1,0.5,1.1,0.228,1.1,0.355,0.5,0.2,0.1,0.6,1.7,1.082,0.314,0.3,train
2475,2022-04-14 04:00:00,18.2,3.1,25.7,11.7,0.9,22.0,1.3,0.5,0.6,0.215,0.8,0.252,0.3,0.1,0.1,0.6,1.1,0.515,0.206,0.1,train
2476,2022-04-14 05:00:00,21.8,4.0,26.8,14.6,1.3,26.5,2.2,0.8,1.3,0.179,1.1,0.668,0.5,0.5,0.4,1.4,1.5,1.088,0.434,0.5,train
2477,2022-04-14 06:00:00,40.1,16.3,57.3,46.4,5.1,78.0,14.7,2.4,7.6,2.184,4.5,2.436,2.0,2.4,2.6,4.3,7.5,4.276,2.831,2.4,train
2478,2022-04-14 07:00:00,58.4,28.2,88.9,65.4,8.8,122.5,23.0,3.8,11.3,4.742,8.3,5.232,3.0,5.1,3.5,6.9,14.7,9.264,4.752,3.3,train
2479,2022-04-14 08:00:00,57.2,28.8,97.1,63.9,8.5,121.8,19.8,3.5,9.5,4.524,7.7,6.272,3.7,4.1,3.0,5.6,12.9,9.888,3.798,3.3,train
2480,2022-04-14 09:00:00,52.5,25.1,91.9,55.9,6.8,109.0,15.8,2.6,6.8,3.338,7.2,4.428,5.7,3.3,2.9,5.5,9.9,7.648,3.15,3.6,train
2481,2022-04-14 10:00:00,50.0,21.1,79.2,49.5,4.9,95.2,12.8,1.8,6.8,2.572,5.9,9.244,2.9,2.8,1.3,4.1,10.4,5.32,2.3,3.1,train
2482,2022-04-14 11:00:00,48.2,23.0,73.4,45.1,6.2,93.0,12.6,2.3,6.3,2.33,6.4,3.188,2.5,2.4,1.7,4.8,25.8,5.4,2.142,2.5,train
2483,2022-04-14 12:00:00,44.6,22.7,71.8,45.2,5.7,89.2,14.1,2.6,5.8,2.036,6.5,2.732,2.6,2.4,2.0,4.5,8.6,5.104,2.778,2.9,train
2484,2022-04-14 13:00:00,37.8,18.4,60.3,37.0,4.3,71.0,10.2,1.8,5.1,1.462,4.9,2.452,2.0,1.7,1.4,3.8,6.7,4.112,2.462,2.1,train
2485,2022-04-14 14:00:00,37.0,13.8,53.5,21.3,2.8,78.8,5.9,1.4,2.7,1.302,3.5,1.792,4.4,1.2,1.0,2.2,4.4,2.531,1.71,2.0,train
2486,2022-04-14 15:00:00,38.8,17.5,54.8,23.1,2.7,98.5,7.0,1.2,3.0,1.416,2.1,1.588,2.6,1.0,0.7,1.5,3.7,2.695,1.789,1.9,train
2487,2022-04-14 16:00:00,39.2,15.3,58.7,27.7,3.4,102.7,7.7,1.6,3.5,1.426,2.9,1.392,2.7,1.4,0.9,2.4,4.5,3.496,2.134,1.9,train
2488,2022-04-14 17:00:00,44.7,19.3,67.9,45.3,4.5,112.6,12.6,2.2,5.2,1.98,4.3,1.992,2.3,2.7,1.3,3.5,7.7,5.9,2.216,2.4,train
2489,2022-04-14 18:00:00,51.0,24.9,78.4,59.9,5.7,101.0,16.5,3.1,8.5,2.912,6.3,3.364,2.8,3.0,2.1,5.1,9.7,6.464,3.004,2.4,train
2490,2022-04-14 19:00:00,54.9,27.7,88.2,68.0,7.0,117.4,22.7,3.0,9.9,3.124,7.8,4.688,4.0,3.1,2.9,7.4,12.0,9.0,4.238,2.4,train
2491,2022-04-14 20:00:00,68.2,36.5,106.6,63.7,8.7,138.6,27.6,4.9,11.6,4.258,9.8,5.668,5.2,6.0,4.5,11.0,14.8,12.388,5.782,3.6,train
2492,2022-04-14 21:00:00,70.5,48.9,134.5,86.0,12.5,196.7,40.6,5.8,18.9,7.362,14.3,9.12,7.0,9.7,5.2,13.1,22.1,15.804,8.06,5.1,train
2493,2022-04-14 22:00:00,69.1,51.9,136.8,82.7,11.7,179.0,40.1,5.8,18.7,8.17,15.8,8.384,6.2,7.5,5.0,13.1,24.1,14.88,8.036,5.1,train
2494,2022-04-14 23:00:00,55.6,32.0,105.6,92.6,8.0,114.0,25.5,4.1,11.5,5.038,8.6,6.88,4.9,7.1,3.7,8.6,17.4,11.888,5.048,3.8,train
2495,2022-04-15 00:00:00,34.6,18.1,63.4,59.9,4.1,62.0,11.3,1.7,4.5,13.875,4.4,2.988,2.8,2.8,2.2,5.3,8.4,6.092,1.962,2.4,train
2496,2022-04-15 01:00:00,23.6,7.5,38.3,21.4,1.7,36.3,4.1,0.9,1.7,0.935,2.6,1.095,1.0,1.7,0.9,2.2,4.1,2.174,0.944,0.8,train
2497,2022-04-15 02:00:00,21.7,5.7,29.9,16.4,1.1,25.7,2.7,0.7,1.4,0.613,1.2,0.468,0.6,0.3,0.4,1.1,1.2,1.115,0.501,0.6,train
2498,2022-04-15 03:00:00,18.5,3.0,27.0,12.2,1.0,23.5,1.9,0.4,1.1,0.228,0.9,0.445,0.4,0.4,0.3,0.8,1.1,0.837,0.372,0.4,train
2499,2022-04-15 04:00:00,18.5,2.8,27.1,11.9,1.0,23.5,1.7,0.4,1.4,0.215,1.0,0.287,0.2,0.1,0.1,0.7,1.1,0.778,0.196,0.3,train
2500,2022-04-15 05:00:00,21.0,4.0,28.0,15.9,1.5,28.0,2.7,0.7,1.8,0.179,1.2,0.529,0.5,0.4,0.7,1.0,1.4,0.827,0.551,0.8,train
2501,2022-04-15 06:00:00,40.1,16.4,57.3,44.7,4.8,77.5,13.6,2.4,8.2,2.184,4.8,2.892,2.1,2.3,2.1,4.0,7.5,4.016,2.154,1.9,train
2502,2022-04-15 07:00:00,59.2,27.6,89.0,63.4,8.7,121.0,21.3,4.1,11.1,4.742,8.4,5.408,2.8,4.4,2.9,6.8,13.0,8.376,4.616,3.5,train
2503,2022-04-15 08:00:00,55.1,26.9,95.3,60.0,8.3,120.8,20.5,3.0,7.8,4.524,5.8,4.776,5.1,3.3,3.0,5.2,12.5,8.44,4.408,3.1,train
2504,2022-04-15 09:00:00,54.3,22.0,84.2,51.5,6.6,100.0,16.2,2.3,7.0,3.326,6.0,4.256,5.9,3.7,2.4,4.3,10.1,7.328,3.234,3.1,train
2505,2022-04-15 10:00:00,48.3,19.0,71.6,47.2,5.0,87.4,12.7,1.9,5.3,3.942,5.3,2.516,5.1,2.7,1.3,3.6,8.7,5.64,2.642,2.2,train
2506,2022-04-15 11:00:00,49.3,20.4,73.2,44.8,5.4,84.3,14.6,2.1,6.4,4.17,5.3,2.556,3.0,2.9,1.7,4.4,9.1,6.372,2.364,2.5,train
2507,2022-04-15 12:00:00,46.5,20.9,69.7,45.2,5.3,88.3,13.6,2.2,5.7,4.118,6.3,2.852,2.8,2.4,1.8,4.4,9.6,5.388,2.452,2.7,train
2508,2022-04-15 13:00:00,38.5,16.1,59.9,37.5,4.5,75.4,11.2,2.3,4.9,3.092,4.7,2.204,2.0,1.6,1.0,4.0,6.8,4.544,1.739,2.0,train
2509,2022-04-15 14:00:00,30.5,11.1,53.8,23.4,2.8,63.3,7.9,1.2,3.5,2.024,3.6,1.776,2.4,1.4,1.1,2.9,3.9,3.648,1.697,2.1,train
2510,2022-04-15 15:00:00,36.0,10.3,53.9,27.6,2.9,69.3,6.7,1.3,3.3,1.92,2.7,1.908,2.7,1.3,1.4,2.3,4.9,3.024,0.915,1.9,train
2511,2022-04-15 16:00:00,36.0,13.8,60.4,27.3,3.5,69.0,7.3,1.3,3.4,1.22,3.6,2.388,2.9,1.6,1.8,3.1,5.1,4.144,1.678,2.0,train
